per,rno,inflow,runoff,specified_line_id,category,n_measured,n_estimated,start_datetime,line_id_in_model
2,183,,154.47622222222222,,,,,2007-04-01,17957815
2,184,,854.0328333333334,,,,,2007-04-01,17958207
2,185,,2627.0743333333335,,,,,2007-04-01,18022216
2,188,,223.4410823809524,,,,,2007-04-01,18047170
2,189,,223.4410823809524,,,,,2007-04-01,18047170
2,190,,223.4410823809524,,,,,2007-04-01,18047170
2,191,,223.4410823809524,,,,,2007-04-01,18047170
2,192,,223.4410823809524,,,,,2007-04-01,18047170
2,193,,223.4410823809524,,,,,2007-04-01,18047170
2,194,,223.4410823809524,,,,,2007-04-01,18047170
2,195,4486422.606666666,,18047162,estimated,0.0,6.0,2007-04-01,18046670
3,1,,2254.4434327777776,,,,,2007-10-01,17955471
3,2,,2254.4434327777776,,,,,2007-10-01,17955471
3,3,,2254.4434327777776,,,,,2007-10-01,17955471
3,4,,516.9924227777777,,,,,2007-10-01,17955445
3,5,,516.9924227777777,,,,,2007-10-01,17955445
