,rno,node,k,i,j,iseg,ireach,rchlen,width,slope,strtop,strthick,strhc1,thts,thti,eps,uhc,outreach,outseg,asum,line_id,name,geometry
288,89,15162,0,94,122,4,26,368.82526,38.51898,0.002527830599546942,1283.8629829286842,1,1.0,0.0,0.0,0.0,0.0,90,6,96862.85,1814967,Tyler Forks,"LINESTRING (691984.4 5140278.348671465, 692004.2531782386 5140288.24398519, 692041.8770295138 5140304.617813812, 692041.3467625252 5140322.381606219, 692022.320300325 5140347.4)"
289,90,15002,0,93,122,4,27,272.91226,38.538544,0.0028462825105987654,1282.9306551598029,1,1.0,0.0,0.0,0.0,0.0,91,6,96960.65,1814967,Tyler Forks,"LINESTRING (692022.320300325 5140347.4, 692001.6660749608 5140374.5587822255, 692000.1929548704 5140423.6)"
290,91,14842,0,92,122,4,28,261.76273,38.55484,0.002875061954043861,1282.15386976165,1,1.0,0.0,0.0,0.0,0.0,92,6,97042.13,1814967,Tyler Forks,"LINESTRING (692000.1929548704 5140423.6, 692000.0646287638 5140427.87206755, 692001.7659628607 5140455.8793686805, 692019.7299279768 5140499.8)"
291,92,14682,0,91,122,4,29,256.25336,38.570618,0.002872561959858412,1281.401285707629,1,1.0,0.0,0.0,0.0,0.0,93,6,97121.08,1814967,Tyler Forks,"LINESTRING (692019.7299279768 5140499.8, 692020.7072760022 5140502.189547186, 692019.56631284 5140540.265275179, 692011.3492162152 5140560.351757559, 692009.7547767434 5140576)"
292,93,14522,0,90,122,4,30,250.41933,38.586044,0.0029110600034176737,1280.6651820624156,1,1.0,0.0,0.0,0.0,0.0,94,6,97198.3,1814967,Tyler Forks,"LINESTRING (692009.7547767434 5140576, 692007.7359233589 5140595.813550636, 692006.049155468 5140652.2)"
293,94,14362,0,89,122,4,31,251.35461,38.60132,0.0029445089887630963,1279.936196376137,1,1.0,0.0,0.0,0.0,0.0,95,6,97274.766,1814967,Tyler Forks,"LINESTRING (692006.049155468 5140652.2, 692004.6980319538 5140697.3662958685, 692009.6505088232 5140728.4)"
294,95,14202,0,88,122,4,32,258.08017,38.616817,0.0027537318356448677,1279.196080455088,1,1.0,0.0,0.0,0.0,0.0,96,6,97352.41,1814967,Tyler Forks,"LINESTRING (692009.6505088232 5140728.4, 692013.2548185908 5140750.985685078, 692024.6534823516 5140794.53668139, 692028.4999501348 5140804.6)"
295,96,14042,0,87,122,4,33,231.09567,38.6317,0.002279998280750825,1278.4853968756977,1,1.0,0.0,0.0,0.0,0.0,144,6,97426.95,1814967,Tyler Forks,"LINESTRING (692028.4999501348 5140804.6, 692036.4383343946 5140825.368792188, 692050.3088724681 5140871.533807189)"
464,97,16255,0,101,95,5,1,237.85654,1.0,0.02183049574209417,1398.3964347741799,1,1.0,0.0,0.0,0.0,0.0,98,10,36.249336,1814949,None,"LINESTRING (689957.228239817 5139741.533819975, 689955.0579092978 5139814)"
465,98,16095,0,100,95,5,2,264.90335,1.2867609,0.01585906950133508,1393.203908658914,1,1.0,0.0,0.0,0.0,0.0,99,10,112.86994,1814949,None,"LINESTRING (689955.0579092978 5139814, 689954.7190500061 5139825.314331256, 689974.2018776764 5139853.86123041, 690003.2 5139873.211527795)"
466,99,16096,0,100,96,5,3,141.86505,1.6038513,0.019176071559542665,1389.0027880069633,1,1.0,0.0,0.0,0.0,0.0,100,10,174.86145,1814949,None,"LINESTRING (690003.2 5139873.211527795, 690014.058337332 5139880.457240263, 690042.6294510161 5139890.2)"
467,100,15936,0,99,96,5,4,121.53572,1.7796199,0.03159903898867426,1386.2823736320206,1,1.0,0.0,0.0,0.0,0.0,101,10,215.00372,1814949,None,"LINESTRING (690042.6294510161 5139890.2, 690046.7574179994 5139891.607638182, 690079.4 5139893.2268486)"
468,101,15937,0,99,97,5,5,250.30739,2.0019457,0.021667645032305883,1382.4419616511486,1,1.0,0.0,0.0,0.0,0.0,102,10,271.6726,1814949,None,"LINESTRING (690079.4 5139893.2268486, 690155.6 5139897.006691562)"
469,102,15938,0,99,98,5,6,274.82327,2.2796907,0.017811293180088245,1377.018390012378,1,1.0,0.0,0.0,0.0,0.0,103,10,351.70255,1814949,None,"LINESTRING (690155.6 5139897.006691562, 690176.1711060123 5139898.027105608, 690231.7999999999 5139927.957720982)"
470,103,15939,0,99,99,5,7,199.12505,2.5043557,0.01735460492811656,1372.1234321295165,1,1.0,0.0,0.0,0.0,0.0,104,10,423.93225,1814949,None,"LINESTRING (690231.7999999999 5139927.957720982, 690246.1977482943 5139935.704297187, 690278.2001213979 5139966.4)"
471,104,15779,0,98,99,5,8,135.47241,2.6516616,0.02436822201059993,1368.6676956287745,1,1.0,0.0,0.0,0.0,0.0,105,10,474.9249,1814949,None,"LINESTRING (690278.2001213979 5139966.4, 690308 5139994.983137085)"
472,105,15780,0,98,100,5,9,184.16417,2.7852023,0.024700383304038055,1365.3664738141817,1,1.0,0.0,0.0,0.0,0.0,106,10,523.6375,1814949,None,"LINESTRING (690308 5139994.983137085, 690322.7594836357 5140009.139984826, 690334.5539538774 5140039.990703915, 690334.0719218685 5140042.6)"
473,106,15620,0,97,100,5,10,256.28027,2.959477,0.019788341873681153,1360.8175482413174,1,1.0,0.0,0.0,0.0,0.0,107,10,590.7612,1814949,None,"LINESTRING (690334.0719218685 5140042.6, 690322.4155854593 5140105.697122977, 690327.2011910365 5140118.8)"
474,107,15460,0,96,100,5,11,234.74832,3.14253,0.018846330085404116,1355.7461865750556,1,1.0,0.0,0.0,0.0,0.0,108,10,665.594,1814949,None,"LINESTRING (690327.2011910365 5140118.8, 690331.8007244577 5140131.393415777, 690384.2 5140156.593911831)"
475,108,15461,0,96,101,5,12,193.61409,3.2940238,0.018771319689243803,1351.3220422204463,1,1.0,0.0,0.0,0.0,0.0,109,10,730.87646,1814949,None,"LINESTRING (690384.2 5140156.593911831, 690399.4300368986 5140163.918526166, 690427.8467624214 5140195)"
476,109,15301,0,95,101,5,13,158.28113,3.4135094,0.02509035226699493,1347.6876502413559,1,1.0,0.0,0.0,0.0,0.0,110,10,784.50525,1814949,None,"LINESTRING (690427.8467624214 5140195, 690460.4 5140230.605882922)"
477,110,15302,0,95,102,5,14,226.23752,3.5395198,0.01400954101498843,1343.7163209843827,1,1.0,0.0,0.0,0.0,0.0,111,10,843.1059,1814949,None,"LINESTRING (690460.4 5140230.605882922, 690480.6355643795 5140252.7390159, 690514.9531224008 5140271.2)"
478,111,15142,0,94,102,5,15,80.643936,3.636995,0.04550669683681233,1340.546837192482,1,1.0,0.0,0.0,0.0,0.0,112,10,889.87463,1814949,None,"LINESTRING (690514.9531224008 5140271.2, 690536.6 5140282.844845561)"
479,112,15143,0,94,103,5,16,274.68396,3.746731,0.016786939857458064,1336.8769980380478,1,1.0,0.0,0.0,0.0,0.0,113,10,944.0266,1814949,None,"LINESTRING (690536.6 5140282.844845561, 690575.6668820437 5140303.860708281, 690612.7999999999 5140316.920606234)"
480,113,15144,0,94,104,5,17,171.78038,3.8802698,0.020493786836190225,1332.265894922375,1,1.0,0.0,0.0,0.0,0.0,114,10,1012.0678,1814949,None,"LINESTRING (690612.7999999999 5140316.920606234, 690630.9844571231 5140323.316168132, 690653.6650246842 5140347.4)"
481,114,14984,0,93,104,5,18,169.08075,3.979244,0.02097836282321378,1328.745464426912,1,1.0,0.0,0.0,0.0,0.0,115,10,1064.015,1814949,None,"LINESTRING (690653.6650246842 5140347.4, 690660.5420367362 5140354.702498122, 690689 5140384.915053637)"
482,115,14985,0,93,105,5,19,174.35669,4.0765667,0.021018872560346753,1325.1984271172341,1,1.0,0.0,0.0,0.0,0.0,116,10,1116.3549,1814949,None,"LINESTRING (690689 5140384.915053637, 690725.4383205497 5140423.6)"
483,116,14825,0,92,105,5,20,180.48175,4.1747675,0.02589810566778943,1321.533646081575,1,1.0,0.0,0.0,0.0,0.0,117,10,1170.4323,1814949,None,"LINESTRING (690725.4383205497 5140423.6, 690756.5965424358 5140456.67930015, 690765.2 5140460.865258678)"
484,117,14826,0,92,106,5,21,272.0851,4.296799,0.012787801682289488,1316.8595106363218,1,1.0,0.0,0.0,0.0,0.0,118,10,1239.4034,1814949,None,"LINESTRING (690765.2 5140460.865258678, 690806.6891498184 5140481.051545322, 690841.4 5140493.250953759)"
485,118,14827,0,92,107,5,22,64.80082,4.385462,0.05508338304346542,1313.380140163856,1,1.0,0.0,0.0,0.0,0.0,119,10,1290.7449,1814949,None,"LINESTRING (690841.4 5140493.250953759, 690860.0339332838 5140499.8)"
486,119,14667,0,91,107,5,23,280.80725,4.4746175,0.015123155169820324,1309.810691807482,1,1.0,0.0,0.0,0.0,0.0,120,10,1343.4155,1814949,None,"LINESTRING (690860.0339332838 5140499.8, 690862.0100361118 5140500.494517287, 690876.3327688525 5140531.418507362, 690911.1862350183 5140555.335400626, 690917.6 5140558.484826599)"
487,120,14668,0,91,108,5,24,130.3732,4.5784554,0.025201565442059103,1305.5640001781528,1,1.0,0.0,0.0,0.0,0.0,121,10,1406.0795,1814949,None,"LINESTRING (690917.6 5140558.484826599, 690953.2694225417 5140576)"
488,121,14508,0,90,108,5,25,187.75175,4.6572256,0.02056655722392973,1302.2783914599981,1,1.0,0.0,0.0,0.0,0.0,122,10,1454.5616,1814949,None,"LINESTRING (690953.2694225417 5140576, 690966.2925929285 5140582.39491955, 690993.7999999999 5140615.078033532)"
489,122,14509,0,90,109,5,26,186.12332,4.7481503,0.017919364099075002,1298.4169842518181,1,1.0,0.0,0.0,0.0,0.0,123,10,1511.5403,1814949,None,"LINESTRING (690993.7999999999 5140615.078033532, 691007.9895904466 5140631.937492539, 691036.1521652933 5140652.2)"
490,123,14349,0,89,109,5,27,136.80522,4.8253236,0.028362269876850237,1295.0817726859354,1,1.0,0.0,0.0,0.0,0.0,124,10,1560.7545,1814949,None,"LINESTRING (691036.1521652933 5140652.2, 691070 5140676.552958031)"
491,124,14350,0,89,110,5,28,238.88147,4.9135985,0.0216002793652228,1291.201666071556,1,1.0,0.0,0.0,0.0,0.0,125,10,1618.0093,1814949,None,"LINESTRING (691070 5140676.552958031, 691107.4876463781 5140703.524700443, 691116.99104584 5140728.4)"
492,125,14190,0,88,110,5,29,260.7191,5.02862,0.020393464259185257,1286.0417595902873,1,1.0,0.0,0.0,0.0,0.0,126,10,1694.1483,1814949,None,"LINESTRING (691116.99104584 5140728.4, 691119.2716645215 5140734.369555748, 691118.0612692302 5140774.99360954, 691104.8146453255 5140804.6)"
493,126,14030,0,87,110,5,30,254.08926,5.144486,0.019022977171623094,1280.7247942345123,1,1.0,0.0,0.0,0.0,0.0,127,10,1772.6051,1814949,None,"LINESTRING (691104.8146453255 5140804.6, 691098.9917750965 5140817.614196736, 691099.6222504994 5140880.8)"
494,127,13870,0,86,110,5,31,213.91228,5.247626,0.018473115929234913,1275.8912599674834,1,1.0,0.0,0.0,0.0,0.0,128,10,1843.9286,1814949,None,"LINESTRING (691099.6222504994 5140880.8, 691099.6258738333 5140881.163127979, 691114.2500123995 5140901.939188172, 691146.2 5140925.046689226)"
495,128,13871,0,86,111,5,32,168.69975,5.3304834,0.027582952660311067,1271.9396336716807,1,1.0,0.0,0.0,0.0,0.0,129,10,1902.2386,1814949,None,"LINESTRING (691146.2 5140925.046689226, 691183.8964038901 5140952.310226962, 691185.3074015897 5140957)"
496,129,13711,0,85,111,5,33,281.84363,5.4264503,0.014198810942375397,1267.286396376182,1,1.0,0.0,0.0,0.0,0.0,130,10,1970.9015,1814949,None,"LINESTRING (691185.3074015897 5140957, 691188.5223204242 5140967.685516832, 691156.4486858285 5141020.084656472, 691154.1735545538 5141033.2)"
497,130,13551,0,84,111,5,34,105.6299,5.507663,0.028205536516269905,1263.2845519878952,1,1.0,0.0,0.0,0.0,0.0,131,10,2029.9524,1814949,None,"LINESTRING (691154.1735545538 5141033.2, 691153.3784771997 5141037.783345474, 691148.149982116 5141042.712791739, 691150.3134064955 5141055.482197373, 691146.2 5141061.641981813)"
498,131,13550,0,84,110,5,35,182.84175,5.567365,0.018538739994868433,1260.3052040406355,1,1.0,0.0,0.0,0.0,0.0,132,10,2073.9155,1814949,None,"LINESTRING (691146.2 5141061.641981813, 691137.0110639032 5141075.4023202695, 691139.1744933444 5141088.171722494, 691126.0159453168 5141103.032154815, 691126.4622202526 5141109.4)"
499,132,13390,0,83,110,5,36,145.35756,5.63453,0.023979166938772313,1256.9155483568115,1,1.0,0.0,0.0,0.0,0.0,133,10,2123.933,1814949,None,"LINESTRING (691126.4622202526 5141109.4, 691127.8006866218 5141128.498421038, 691146.2 5141145.658742218)"
500,133,13391,0,83,111,5,37,192.12643,5.7027807,0.018377003253456838,1253.429995178844,1,1.0,0.0,0.0,0.0,0.0,134,10,2175.3657,1814949,None,"LINESTRING (691146.2 5141145.658742218, 691189.0250561804 5141185.6)"
501,134,13231,0,82,111,5,38,149.7303,5.7711034,0.02276255456434363,1249.8992870701568,1,1.0,0.0,0.0,0.0,0.0,135,10,2227.4646,1814949,None,"LINESTRING (691189.0250561804 5141185.6, 691222.4 5141216.7275069645)"
502,135,13232,0,82,112,5,39,180.26923,5.836307,0.02636800937495172,1246.4910429259094,1,1.0,0.0,0.0,0.0,0.0,136,10,2277.7566,1814949,None,"LINESTRING (691222.4 5141216.7275069645, 691229.1476170993 5141223.02074597, 691253.3635954948 5141261.8)"
503,136,13072,0,81,112,5,40,279.9667,5.9260607,0.010914219680380255,1241.737702282769,1,1.0,0.0,0.0,0.0,0.0,137,10,2347.8965,1814949,None,"LINESTRING (691253.3635954948 5141261.8, 691253.400073846 5141261.858416109, 691257.6411634992 5141289.937896297, 691244.343554761 5141309.87276628, 691222.4 5141334.391223619)"
504,137,13071,0,81,111,5,41,15.889154,5.9830556,0.19125533064006545,1238.6820841576896,1,1.0,0.0,0.0,0.0,0.0,138,10,2392.9849,1814949,None,"LINESTRING (691222.4 5141334.391223619, 691219.1702135148 5141338)"
505,138,12911,0,80,111,5,42,278.34708,6.0392118,0.01974492110620219,1235.6431986727848,1,1.0,0.0,0.0,0.0,0.0,139,10,2437.8264,1814949,None,"LINESTRING (691219.1702135148 5141338, 691202.2682860051 5141356.885235009, 691199.4969765765 5141364.427766195, 691194.1987937633 5141371.905626661, 691194.559167998 5141414.2)"
506,139,12751,0,79,111,5,43,253.7921,6.1394844,0.020725783456597563,1230.1472576088086,1,1.0,0.0,0.0,0.0,0.0,140,10,2518.9246,1814949,None,"LINESTRING (691194.559167998 5141414.2, 691194.7618591303 5141437.9883111315, 691201.6894754602 5141461.05838394, 691198.8478240159 5141490.4)"
507,140,12591,0,78,111,5,44,255.50504,6.2339616,0.019414042564077666,1224.8872175219594,1,1.0,0.0,0.0,0.0,0.0,141,10,2596.5415,1814949,None,"LINESTRING (691198.8478240159 5141490.4, 691194.3277621906 5141537.072127546, 691184.9295665288 5141566.6)"
508,141,12431,0,77,111,5,45,224.77708,6.3217793,0.014970411950027584,1219.92683188936,1,1.0,0.0,0.0,0.0,0.0,142,10,2669.7363,1814949,None,"LINESTRING (691184.9295665288 5141566.6, 691177.5021284581 5141589.9360159645, 691146.2 5141620.89018296)"
509,142,12430,0,77,110,5,46,101.0354,6.3806734,0.03127215289567927,1216.5618263397057,1,1.0,0.0,0.0,0.0,0.0,143,10,2719.3901,1814949,None,"LINESTRING (691146.2 5141620.89018296, 691125.1224331151 5141641.733446896, 691124.6853912176 5141642.8)"
510,143,12270,0,76,110,5,47,204.88766,6.4354877,0.011300963994273699,1213.402231850814,1,1.0,0.0,0.0,0.0,0.0,324,10,2766.013,1814949,None,"LINESTRING (691124.6853912176 5141642.8, 691116.894357014 5141661.813169581, 691125.8401565857 5141702.749338102)"
236,144,14042,0,87,122,6,1,30.4146,39.29856,0.08735614813566633,1277.9584991394638,1,1.0,0.0,0.0,0.0,0.0,145,10,100797.63,1814897,Tyler Forks,"LINESTRING (692050.3088724681 5140871.533807189, 692050.0306103557 5140880.8)"
237,145,13882,0,86,122,6,2,392.31512,39.3112,0.010381796024628668,1275.3015968038528,1,1.0,0.0,0.0,0.0,0.0,146,10,100862.06,1814897,Tyler Forks,"LINESTRING (692050.0306103557 5140880.8, 692048.6315802406 5140927.388026967, 692035.4057400005 5140944.780362209, 691987.1673732033 5140943.330565627, 691984.4 5140942.614097817)"
238,146,13881,0,86,121,6,3,255.71442,39.330563,0.012797080242547925,1271.2286612037954,1,1.0,0.0,0.0,0.0,0.0,147,10,100960.82,1814897,Tyler Forks,"LINESTRING (691984.4 5140942.614097817, 691931.6827259172 5140928.965692939, 691908.2 5140929.378778782)"
239,147,13880,0,86,120,6,4,264.9444,39.346115,0.007240520225987259,1267.9562632966185,1,1.0,0.0,0.0,0.0,0.0,148,10,101040.164,1814897,Tyler Forks,"LINESTRING (691908.2 5140929.378778782, 691878.2952423869 5140929.904834914, 691842.3769794253 5140941.531762711, 691832 5140949.5148637835)"
240,148,13879,0,86,119,6,5,40.274784,39.35523,0.047592389084495375,1266.037928031576,1,1.0,0.0,0.0,0.0,0.0,149,10,101086.68,1814897,Tyler Forks,"LINESTRING (691832 5140949.5148637835, 691822.2703092677 5140957)"
241,149,13719,0,85,119,6,6,264.69568,39.364334,0.012725809462478711,1264.1211548369595,1,1.0,0.0,0.0,0.0,0.0,150,10,101133.164,1814897,Tyler Forks,"LINESTRING (691822.2703092677 5140957, 691813.7594421587 5140963.5474845385, 691810.6821674783 5140981.245730821, 691809.1294513999 5141033.2)"
242,150,13559,0,84,119,6,7,271.24835,39.380325,0.00842679979723458,1260.7526880641426,1,1.0,0.0,0.0,0.0,0.0,151,10,101214.836,1814897,Tyler Forks,"LINESTRING (691809.1294513999 5141033.2, 691807.6469171639 5141082.805967147, 691788.0266928665 5141109.4)"
243,151,13399,0,83,119,6,8,92.42986,39.39118,0.008078561717181139,1258.4669325060809,1,1.0,0.0,0.0,0.0,0.0,152,10,101270.266,1814897,Tyler Forks,"LINESTRING (691788.0266928665 5141109.4, 691783.8042543716 5141115.12326118, 691763.5365033891 5141109.4)"
244,152,13559,0,84,119,6,9,26.374811,39.394722,0.08076159291172422,1257.720232153518,1,1.0,0.0,0.0,0.0,0.0,153,10,101288.37,1814897,Tyler Forks,"LINESTRING (691763.5365033891 5141109.4, 691755.8 5141107.215345692)"
245,153,13558,0,84,118,6,10,312.53296,39.404827,0.008204456782960338,1255.5901603904822,1,1.0,0.0,0.0,0.0,0.0,154,10,101340.016,1814897,Tyler Forks,"LINESTRING (691755.8 5141107.215345692, 691743.4832856329 5141103.737319281, 691679.6 5141051.594686719)"
246,154,13557,0,84,117,6,11,95.44137,39.416992,0.01931236569716971,1253.0259972352442,1,1.0,0.0,0.0,0.0,0.0,155,10,101402.195,1814897,Tyler Forks,"LINESTRING (691679.6 5141051.594686719, 691657.0634887423 5141033.2)"
247,155,13717,0,85,117,6,12,197.8228,39.42573,0.008638223363573585,1251.1827986318003,1,1.0,0.0,0.0,0.0,0.0,156,10,101446.89,1814897,Tyler Forks,"LINESTRING (691657.0634887423 5141033.2, 691636.8373073745 5141016.691044132, 691616.5262393531 5141016.087718684, 691603.4 5141020.562600673)"
248,156,13716,0,85,116,6,13,74.06432,39.433834,0.028108428155330965,1249.4739611017344,1,1.0,0.0,0.0,0.0,0.0,157,10,101488.32,1814897,Tyler Forks,"LINESTRING (691603.4 5141020.562600673, 691595.9805278581 5141023.091981813, 691585.257718085 5141033.2)"
249,157,13556,0,84,116,6,14,257.1682,39.443703,0.012597413324850407,1247.3921293878614,1,1.0,0.0,0.0,0.0,0.0,158,10,101538.805,1814897,Tyler Forks,"LINESTRING (691585.257718085 5141033.2, 691580.2938934033 5141037.879224123, 691582.7588171362 5141109.4)"
250,158,13396,0,83,116,6,15,258.28107,39.459057,0.012382977190401588,1244.152475116065,1,1.0,0.0,0.0,0.0,0.0,159,10,101617.36,1814897,Tyler Forks,"LINESTRING (691582.7588171362 5141109.4, 691583.0109803725 5141116.716620014, 691590.3319677647 5141127.112990323, 691594.1172728935 5141170.4230815545, 691593.0772388943 5141185.6)"
251,159,13236,0,82,116,6,16,250.58632,39.474205,0.012570222380175088,1240.9541865559975,1,1.0,0.0,0.0,0.0,0.0,160,10,101694.91,1814897,Tyler Forks,"LINESTRING (691593.0772388943 5141185.6, 691587.8554548391 5141261.8)"
252,160,13076,0,81,116,6,17,250.58632,39.48912,0.013189093979740421,1237.8042608011185,1,1.0,0.0,0.0,0.0,0.0,161,10,101771.29,1814897,Tyler Forks,"LINESTRING (691587.8554548391 5141261.8, 691582.6336707838 5141338)"
253,161,12916,0,80,116,6,18,275.26105,39.504765,0.009673399791401947,1234.4992542901896,1,1.0,0.0,0.0,0.0,0.0,162,10,101851.43,1814897,Tyler Forks,"LINESTRING (691582.6336707838 5141338, 691580.5627050711 5141368.22100984, 691559.1788534203 5141403.1598353665, 691561.4908916794 5141410.855053914, 691558.3195311003 5141414.2)"
254,162,12756,0,79,116,6,19,148.39287,39.517365,0.01505306067765198,1231.8365441320445,1,1.0,0.0,0.0,0.0,0.0,163,10,101915.99,1814897,Tyler Forks,"LINESTRING (691558.3195311003 5141414.2, 691527.2 5141447.022869293)"
255,163,12755,0,79,115,6,20,207.01283,39.52793,0.010064006241595893,1229.6027772852776,1,1.0,0.0,0.0,0.0,0.0,164,10,101970.16,1814897,Tyler Forks,"LINESTRING (691527.2 5141447.022869293, 691495.8933787677 5141480.04306916, 691481.6689744828 5141490.4)"
256,164,12595,0,78,115,6,21,124.46593,39.537785,0.021642510679544518,1227.519398845482,1,1.0,0.0,0.0,0.0,0.0,165,10,102020.67,1814897,Tyler Forks,"LINESTRING (691481.6689744828 5141490.4, 691451 5141512.7303866595)"
257,165,12594,0,78,114,6,22,304.127,39.55052,0.01202964756642835,1224.825643688461,1,1.0,0.0,0.0,0.0,0.0,166,10,102085.99,1814897,Tyler Forks,"LINESTRING (691451 5141512.7303866595, 691391.9760543538 5141555.706311047, 691374.8 5141565.324908708)"
258,166,12433,0,77,113,6,23,277.96915,39.56832,0.011297104298149615,1221.1671028926842,1,1.0,0.0,0.0,0.0,0.0,167,10,102177.31,1814897,Tyler Forks,"LINESTRING (691372.5230529747 5141566.6, 691298.6 5141607.996940752)"
259,167,12432,0,77,112,6,24,221.66402,39.583157,0.00821715584278927,1218.0268564504245,1,1.0,0.0,0.0,0.0,0.0,168,10,102253.45,1814897,Tyler Forks,"LINESTRING (691298.6 5141607.996940752, 691275.6823173303 5141620.830852684, 691254.9096635446 5141635.451308059, 691240.8157584921 5141642.8)"
260,168,12272,0,76,112,6,25,68.13898,39.59176,0.03229140866829495,1216.2054086802677,1,1.0,0.0,0.0,0.0,0.0,169,10,102297.62,1814897,Tyler Forks,"LINESTRING (691240.8157584921 5141642.8, 691222.4 5141652.402146142)"
261,169,12271,0,76,111,6,26,281.94278,39.602146,0.007964412013925684,1214.0051051260814,1,1.0,0.0,0.0,0.0,0.0,170,10,102350.98,1814897,Tyler Forks,"LINESTRING (691222.4 5141652.402146142, 691146.2 5141692.13352817)"
262,170,12270,0,76,110,6,27,75.33216,39.612747,0.008931018689598154,1211.7595966654653,1,1.0,0.0,0.0,0.0,0.0,324,10,102405.42,1814897,Tyler Forks,"LINESTRING (691146.2 5141692.13352817, 691125.8401565857 5141702.749338102)"
1129,171,7246,0,45,46,7,1,68.01353,1.0,0.05382862583346828,1064.2570424916807,1,1.0,0.0,0.0,0.0,0.0,172,11,10.365261,1814727,None,"LINESTRING (686208.0561282558 5144015.200911767, 686193.2 5144029.659474353)"
1130,172,7245,0,45,45,7,2,242.44823,1.0,0.016967824752124345,1060.5959677996777,1,1.0,0.0,0.0,0.0,0.0,173,11,57.679634,1814727,None,"LINESTRING (686193.2 5144029.659474353, 686140.2422696018 5144081.2)"
1131,173,7085,0,44,45,7,3,106.40651,1.2750927,0.039724405821151096,1056.482148773688,1,1.0,0.0,0.0,0.0,0.0,174,11,110.84509,1814727,None,"LINESTRING (686140.2422696018 5144081.2, 686117 5144103.8202819405)"
1132,174,7084,0,44,44,7,4,252.04065,1.5599232,0.015958782979393585,1052.2552134122936,1,1.0,0.0,0.0,0.0,0.0,175,11,165.47244,1814727,None,"LINESTRING (686117 5144103.8202819405, 686061.9470057162 5144157.4)"
1133,175,6924,0,43,44,7,5,89.050026,1.7897996,0.04841613708076032,1048.2329513863092,1,1.0,0.0,0.0,0.0,0.0,176,11,217.45467,1814727,None,"LINESTRING (686061.9470057162 5144157.4, 686051.0080403481 5144168.0462271115, 686040.8 5144174.119364915)"
1134,176,6923,0,43,43,7,6,276.56473,2.0075068,0.022616246074050397,1043.9214931233557,1,1.0,0.0,0.0,0.0,0.0,177,11,273.17435,1814727,None,"LINESTRING (686040.8 5144174.119364915, 685994.0823747953 5144201.913394532, 685964.6 5144196.718198816)"
1135,177,6922,0,43,42,7,7,253.85173,2.2872043,0.023799856973711397,1037.666637184408,1,1.0,0.0,0.0,0.0,0.0,178,11,354.00983,1814727,None,"LINESTRING (685964.6 5144196.718198816, 685888.4 5144183.290721677)"
1136,178,6921,0,43,41,7,8,258.4833,2.5284898,0.024230998653017873,1031.625002309628,1,1.0,0.0,0.0,0.0,0.0,179,11,432.0897,1814727,None,"LINESTRING (685888.4 5144183.290721677, 685855.0532305227 5144177.414567021, 685812.2 5144190.900559502)"
1137,179,6920,0,43,40,7,9,272.64972,2.7566786,0.015108226979311268,1025.3616936486756,1,1.0,0.0,0.0,0.0,0.0,180,11,513.03436,1814727,None,"LINESTRING (685812.2 5144190.900559502, 685796.0489158046 5144195.983336165, 685736 5144223.7828842625)"
1138,180,6919,0,43,39,7,10,76.66606,2.8970897,0.04501447974102909,1021.2424398045781,1,1.0,0.0,0.0,0.0,0.0,181,11,566.2701,1814727,None,"LINESTRING (685736 5144223.7828842625, 685714.7943618989 5144233.6)"
1139,181,6759,0,42,39,7,11,215.98839,3.0097477,0.02451585918479402,1017.7913569368018,1,1.0,0.0,0.0,0.0,0.0,182,11,610.8706,1814727,None,"LINESTRING (685714.7943618989 5144233.6, 685708.4363146581 5144236.543447649, 685659.8 5144269.636000112)"
1140,182,6758,0,42,38,7,12,233.04376,3.174935,0.015483501486650687,1012.4962160295348,1,1.0,0.0,0.0,0.0,0.0,183,11,679.3031,1814727,None,"LINESTRING (685659.8 5144269.636000112, 685604.675130289 5144307.143419325, 685601.2220720489 5144309.8)"
1141,183,6598,0,41,38,7,13,72.94542,3.2828002,0.062363169908277664,1008.8878825909476,1,1.0,0.0,0.0,0.0,0.0,184,11,725.93585,1814727,None,"LINESTRING (685601.2220720489 5144309.8, 685583.6 5144323.357389651)"
