,rno,node,k,i,j,iseg,ireach,rchlen,width,slope,strtop,strthick,strhc1,thts,thti,eps,uhc,outreach,outseg,asum,line_id,name,geometry
977,1193,4005,0,25,5,30,29,193.37006,4.8788905,0.02492897755286666,810.5655517062844,1,1.0,0.0,0.0,0.0,0.0,1194,0,1595.3754,1814703,None,"LINESTRING (683113.3983838941 5145529, 683069 5145567.763537254)"
978,1194,4004,0,25,4,30,30,278.01294,4.9882307,0.02128950479250395,805.745033917066,1,1.0,0.0,0.0,0.0,0.0,1195,0,1667.2142,1814703,None,"LINESTRING (683069 5145567.763537254, 683068.9573733812 5145567.800753891, 683048.3416048547 5145577.351198685, 682999.4960521187 5145596.207850802, 682992.8 5145603.09022063)"
979,1195,3843,0,24,3,30,31,300.7653,5.1236463,0.015933107848471198,799.8262761102006,1,1.0,0.0,0.0,0.0,0.0,1196,0,1758.3635,1814703,None,"LINESTRING (682990.7473360229 5145605.2, 682970.6584789418 5145625.847829707, 682954.5057806 5145655.855521428, 682956.6683296792 5145668.621280442, 682947.3102865398 5145681.4)"
980,1196,3683,0,23,3,30,32,167.8425,5.227325,0.01920214581156054,795.0341503186013,1,1.0,0.0,0.0,0.0,0.0,1197,0,1829.7794,1814703,None,"LINESTRING (682947.3102865398 5145681.4, 682927.5305633063 5145708.4098708015, 682916.6 5145722.306710518)"
981,1197,3682,0,23,2,30,33,147.31778,5.295926,0.02833665087870017,791.8112141836646,1,1.0,0.0,0.0,0.0,0.0,1198,0,1877.8098,1814703,None,"LINESTRING (682916.6 5145722.306710518, 682888.8400529294 5145757.6)"
982,1198,3522,0,22,2,30,34,260.89297,5.383499,0.020246768937752617,787.6367216965855,1,1.0,0.0,0.0,0.0,0.0,1199,0,1940.0211,1814703,None,"LINESTRING (682888.8400529294 5145757.6, 682882.6185376288 5145765.509876051, 682876.9268414391 5145785.668130619, 682870.8790609433 5145833.8)"
983,1199,3362,0,21,2,30,35,255.64218,5.492335,0.014397481401373341,782.3544819172434,1,1.0,0.0,0.0,0.0,0.0,1200,0,2018.7411,1814703,None,"LINESTRING (682870.8790609433 5145833.8, 682870.2455650389 5145838.841740874, 682854.69154319 5145910)"
984,1200,3202,0,20,2,30,36,104.272995,5.5669284,0.026701097193088354,778.673878365181,1,1.0,0.0,0.0,0.0,0.0,1201,0,2073.592,1814703,None,"LINESTRING (682854.69154319 5145910, 682852.5900772266 5145919.6140188705, 682840.4 5145937.85756316)"
985,1201,3201,0,20,1,30,37,167.98595,5.6227055,0.027439737305846996,775.889674991202,1,1.0,0.0,0.0,0.0,0.0,1202,0,2115.0845,1814703,None,"LINESTRING (682840.4 5145937.85756316, 682839.2741112013 5145939.542556765, 682823.7395986507 5145986.2)"
986,1202,3041,0,19,1,30,38,282.76175,5.7138677,0.017687949632982636,771.2801847439073,1,1.0,0.0,0.0,0.0,0.0,1203,0,2183.7783,1814703,None,"LINESTRING (682823.7395986507 5145986.2, 682814.1421213276 5146015.025735726, 682801.0711899976 5146027.339910351, 682795.1554758386 5146055.120710465, 682789.1408305743 5146062.4)"
987,1203,2881,0,18,1,30,39,206.31729,5.8111854,0.014257325560551978,766.2787091647283,1,1.0,0.0,0.0,0.0,0.0,1204,0,2258.314,1814703,None,"LINESTRING (682789.1408305743 5146062.4, 682776.7093707221 5146077.445308848, 682778.8515774546 5146090.21039497, 682764.2 5146116.875425645)"
988,1204,2880,0,18,0,30,40,81.32566,5.8676763,0.04645303083358953,763.3371763744666,1,1.0,0.0,0.0,0.0,0.0,1205,0,2302.151,1814703,None,"LINESTRING (682764.2 5146116.875425645, 682752.2630445283 5146138.6)"
989,1205,2720,0,17,0,30,41,288.09598,5.9394503,0.015383442606140914,759.5593529501489,1,1.0,0.0,0.0,0.0,0.0,1206,0,2358.4507,1814703,None,"LINESTRING (682752.2630445283 5146138.6, 682717.0390998385 5146202.705559184, 682708.7431044098 5146214.8)"
990,1206,2560,0,16,0,30,42,145.28659,6.0225744,0.001,755.1274450108609,1,1.0,0.0,0.0,0.0,0.0,0,0,2424.498,1814703,None,"LINESTRING (682708.7431044098 5146214.8, 682693.121911373 5146237.573589533, 682692.8931149485 5146245.173685837, 682688 5146252.802927904)"
865,1207,2403,0,15,3,31,1,273.60327,15.057524,0.007953277508650405,761.1097311856826,1,1.0,0.0,0.0,0.0,0.0,1208,0,14979.697,1814639,None,"LINESTRING (682983.6477164774 5146294.550677967, 682954.9561887974 5146319.1088466635, 682916.6 5146343.821155171)"
866,1208,2402,0,15,2,31,2,254.29448,15.098164,0.006553819722133349,758.9336884402927,1,1.0,0.0,0.0,0.0,0.0,1209,0,15060.148,1814639,None,"LINESTRING (682916.6 5146343.821155171, 682913.5007001426 5146345.817986885, 682840.4 5146356.113054583)"
867,1209,2401,0,15,1,31,3,150.01498,15.129216,0.007140766103654062,757.2670882661672,1,1.0,0.0,0.0,0.0,0.0,1210,0,15121.766,1814639,None,"LINESTRING (682840.4 5146356.113054583, 682824.1698689607 5146358.398809678, 682796.1870460889 5146367.2)"
868,1210,2241,0,14,1,31,4,109.85843,15.149142,0.012970513035064562,756.1958663524454,1,1.0,0.0,0.0,0.0,0.0,1211,0,15161.37,1814639,None,"LINESTRING (682796.1870460889 5146367.2, 682765.1830171698 5146376.9514235975, 682764.2 5146376.921814844)"
869,1211,2240,0,14,0,31,5,235.82048,15.175607,0.004455288143729058,754.7709461676718,1,1.0,0.0,0.0,0.0,0.0,1212,0,15214.052,1814639,None,"LINESTRING (682764.2 5146376.921814844, 682722.0252005925 5146375.651498046, 682693.5695981454 5146367.2)"
870,1212,2400,0,15,0,31,6,19.061884,15.195091,0.001,753.7202979775348,1,1.0,0.0,0.0,0.0,0.0,0,0,15252.8955,1814639,None,"LINESTRING (682693.5695981454 5146367.2, 682688 5146365.5457933135)"
796,1213,11054,0,69,14,32,1,125.71717,1.0,0.05417506061275529,1016.8020984678279,1,1.0,0.0,0.0,0.0,0.0,1214,0,19.159296,1814829,None,"LINESTRING (683782.6959701546 5142186.593857741, 683754.8 5142212.8641714165)"
797,1214,11053,0,69,13,32,2,189.19958,1.0,0.03925420583332016,1009.9913631242607,1,1.0,0.0,0.0,0.0,0.0,1215,0,67.15261,1814829,None,"LINESTRING (683754.8 5142212.8641714165, 683712.8176198954 5142252.4)"
798,1215,10893,0,68,13,32,3,154.20659,1.3241875,0.05114222782354341,1002.5644836726253,1,1.0,0.0,0.0,0.0,0.0,1216,0,119.48771,1814829,None,"LINESTRING (683712.8176198954 5142252.4, 683678.6 5142284.6235650135)"
799,1216,10892,0,68,12,32,4,210.4502,1.6047739,0.034408303047003326,994.6780151791311,1,1.0,0.0,0.0,0.0,0.0,1217,0,175.0614,1814829,None,"LINESTRING (683678.6 5142284.6235650135, 683631.9022204072 5142328.6)"
800,1217,10732,0,67,12,32,5,124.37198,1.8252114,0.06844919625790706,987.4367810825175,1,1.0,0.0,0.0,0.0,0.0,1218,0,226.0883,1814829,None,"LINESTRING (683631.9022204072 5142328.6, 683631.0199026274 5142329.4309001155, 683602.4 5142352.399182567)"
801,1218,10731,0,67,11,32,6,269.26212,2.0546768,0.02777835096260326,978.9236190994061,1,1.0,0.0,0.0,0.0,0.0,1219,0,286.07812,1814829,None,"LINESTRING (683602.4 5142352.399182567, 683542.5037540522 5142400.467616365, 683539.5000659893 5142404.8)"
802,1219,10571,0,66,11,32,7,76.5846,2.2371671,0.08231176025888437,971.4439615547109,1,1.0,0.0,0.0,0.0,0.0,1220,0,338.7852,1814829,None,"LINESTRING (683539.5000659893 5142404.8, 683526.2 5142423.983412866)"
803,1220,10570,0,66,10,32,8,214.89296,2.3802567,0.04887096389982094,965.1401481260654,1,1.0,0.0,0.0,0.0,0.0,1221,0,383.20636,1814829,None,"LINESTRING (683526.2 5142423.983412866, 683507.9846685268 5142450.256382069, 683494.6032214214 5142481)"
804,1221,10410,0,65,10,32,9,270.70248,2.6014245,0.03756246571659506,954.6381220553858,1,1.0,0.0,0.0,0.0,0.0,1222,0,457.21112,1814829,None,"LINESTRING (683494.6032214214 5142481, 683464.3089819576 5142550.600433813, 683464.1110423399 5142557.2)"
805,1222,10250,0,64,10,32,10,199.46034,2.7991562,0.02826329920972835,944.4698692758233,1,1.0,0.0,0.0,0.0,0.0,1223,0,528.8639,1814829,None,"LINESTRING (683464.1110423399 5142557.2, 683463.5476011115 5142575.985868752, 683450 5142615.742161075)"
806,1223,10249,0,64,9,32,11,61.203793,2.9030538,0.12187687046640945,938.832461937893,1,1.0,0.0,0.0,0.0,0.0,1224,0,568.5891,1814829,None,"LINESTRING (683450 5142615.742161075, 683443.9828051287 5142633.4)"
807,1224,10089,0,63,9,32,12,283.70255,3.0351343,0.033156948530254096,931.3731352385397,1,1.0,0.0,0.0,0.0,0.0,1225,0,621.15283,1814829,None,"LINESTRING (683443.9828051287 5142633.4, 683441.2607613009 5142641.388009777, 683403.3616012745 5142709.6)"
808,1225,9929,0,62,9,32,13,151.2473,3.1940136,0.050468994931743845,921.966424550568,1,1.0,0.0,0.0,0.0,0.0,1226,0,687.4392,1814829,None,"LINESTRING (683403.3616012745 5142709.6, 683400.9816401746 5142713.883521934, 683373.8 5142744.844623356)"
809,1226,9928,0,62,8,32,14,201.7033,3.31742,0.034767994565894245,914.3331253740891,1,1.0,0.0,0.0,0.0,0.0,1227,0,741.2289,1814829,None,"LINESTRING (683373.8 5142744.844623356, 683350.9887824693 5142770.827618312, 683328.6363133012 5142785.8)"
810,1227,9768,0,61,8,32,15,122.55766,3.426929,0.06663807688097265,907.3203063844728,1,1.0,0.0,0.0,0.0,0.0,1228,0,790.64624,1814829,None,"LINESTRING (683328.6363133012 5142785.8, 683297.6 5142806.589091595)"
811,1228,9767,0,61,7,32,16,255.07112,3.5502584,0.030267549611947768,899.1532994175343,1,1.0,0.0,0.0,0.0,0.0,1229,0,848.1969,1814829,None,"LINESTRING (683297.6 5142806.589091595, 683296.5274346883 5142807.3075293265, 683243.1040399771 5142862)"
812,1229,9607,0,60,7,32,17,101.9057,3.6630743,0.0731559946673726,891.4329216015593,1,1.0,0.0,0.0,0.0,0.0,1230,0,902.60016,1814829,None,"LINESTRING (683243.1040399771 5142862, 683221.4 5142884.219620755)"
813,1230,9606,0,60,6,32,18,242.8012,3.7688484,0.03448658146897254,883.9779087057755,1,1.0,0.0,0.0,0.0,0.0,1231,0,955.1335,1814829,None,"LINESTRING (683221.4 5142884.219620755, 683175.9363883282 5142930.763223263, 683170.9704218447 5142938.2)"
814,1231,9446,0,59,6,32,19,144.3693,3.884262,0.05685076648443727,875.6045255744334,1,1.0,0.0,0.0,0.0,0.0,1232,0,1014.13824,1814829,None,"LINESTRING (683170.9704218447 5142938.2, 683149.3217620945 5142970.619922637, 683145.2 5142973.4858858)"
815,1232,9445,0,59,5,32,20,235.13152,3.9941943,0.028488929874530527,867.3970205984641,1,1.0,0.0,0.0,0.0,0.0,1233,0,1071.9742,1814829,None,"LINESTRING (683145.2 5142973.4858858, 683086.3582649671 5143014.4)"
816,1233,9285,0,58,5,32,21,74.602516,4.0817504,0.09544825408268706,860.6983753420091,1,1.0,0.0,0.0,0.0,0.0,1234,0,1119.1776,1814829,None,"LINESTRING (683086.3582649671 5143014.4, 683079.2551922625 5143019.3389421925, 683069 5143028.997464732)"
817,1234,9284,0,58,4,32,22,254.64581,4.172834,0.03640283920908755,853.5776954229951,1,1.0,0.0,0.0,0.0,0.0,1235,0,1169.3551,1814829,None,"LINESTRING (683069 5143028.997464732, 683042.6404953054 5143053.823315259, 683023.6153472656 5143090.6)"
818,1235,9124,0,57,4,32,23,173.97498,4.288546,0.04424040383475043,844.3078648375154,1,1.0,0.0,0.0,0.0,0.0,1236,0,1234.6769,1814829,None,"LINESTRING (683023.6153472656 5143090.6, 683010.28269584 5143116.37276756, 682992.8 5143132.830459259)"
819,1236,9123,0,57,3,32,24,181.90749,4.3823295,0.05350206763754052,836.6111416604526,1,1.0,0.0,0.0,0.0,0.0,1237,0,1288.9133,1814829,None,"LINESTRING (682992.8 5143132.830459259, 682981.5113759023 5143143.457235404, 682953.0510613277 5143160.393784387, 682950.7020790562 5143166.8)"
820,1237,8963,0,56,3,32,25,268.10367,4.498154,0.024584584520479638,826.8787150427434,1,1.0,0.0,0.0,0.0,0.0,1238,0,1357.4951,1814829,None,"LINESTRING (682950.7020790562 5143166.8, 682939.2248931425 5143198.100929122, 682928.1539562239 5143228.261913845, 682921.3078157434 5143243)"
821,1238,8803,0,55,3,32,26,36.662926,4.574951,0.22093747657091603,820.2874977513129,1,1.0,0.0,0.0,0.0,0.0,1239,0,1403.9415,1814829,None,"LINESTRING (682921.3078157434 5143243, 682916.6 5143253.134789701)"
822,1239,8802,0,55,2,32,27,337.87674,4.6676216,0.023535313166090303,812.1872834589817,1,1.0,0.0,0.0,0.0,0.0,1240,0,1461.0214,1814829,None,"LINESTRING (682916.6 5143253.134789701, 682903.7058833601 5143280.892707095, 682882.8590637487 5143298.051445775, 682840.4 5143314.063841517)"
823,1240,8801,0,55,1,32,28,29.810862,4.7568626,0.2423795017432389,804.2352485832657,1,1.0,0.0,0.0,0.0,0.0,1241,0,1517.057,1814829,None,"LINESTRING (682840.4 5143314.063841517, 682839.1646809044 5143314.529711852, 682832.9597803238 5143319.2)"
824,1241,8641,0,54,1,32,29,304.28598,4.8365407,0.029147653706496236,797.0097068051449,1,1.0,0.0,0.0,0.0,0.0,1242,0,1567.9733,1814829,None,"LINESTRING (682832.9597803238 5143319.2, 682826.169753809 5143324.310699188, 682828.4763199453 5143332.001903694, 682796.4120304605 5143384.403772341, 682786.5290688063 5143395.4)"
825,1242,8481,0,53,1,32,30,105.81162,4.932607,0.08019390283516117,788.1404844258162,1,1.0,0.0,0.0,0.0,0.0,1243,0,1630.4722,1814829,None,"LINESTRING (682786.5290688063 5143395.4, 682767.4948844814 5143416.578289613, 682764.2 5143418.42369589)"
826,1243,8480,0,53,0,32,31,286.54102,5.022819,0.001,779.655037442627,1,1.0,0.0,0.0,0.0,0.0,0,0,1690.2667,1814829,None,"LINESTRING (682764.2 5143418.42369589, 682688 5143461.101962483)"
754,1244,9939,0,62,19,33,1,80.31338,1.0,0.053044756526385996,1001.7526486817543,1,1.0,0.0,0.0,0.0,0.0,1245,0,12.2397585,1814793,None,"LINESTRING (684177.106524822 5142762.532475553, 684169.4993521542 5142785.8)"
755,1245,9779,0,61,19,33,2,212.8068,1.0,0.0207282977529948,997.4924451328008,1,1.0,0.0,0.0,0.0,0.0,1246,0,56.911274,1814793,None,"LINESTRING (684169.4993521542 5142785.8, 684163.1178960471 5142805.318511339, 684135.8 5142840.228824026)"
756,1246,9778,0,61,18,33,3,90.69726,1.2298455,0.06500762787025256,993.081322559224,1,1.0,0.0,0.0,0.0,0.0,1247,0,103.16529,1814793,None,"LINESTRING (684135.8 5142840.228824026, 684118.763695358 5142862)"
757,1247,9618,0,60,18,33,4,314.97354,1.5576307,0.02796348590177241,987.1853089625934,1,1.0,0.0,0.0,0.0,0.0,1248,0,164.98952,1814793,None,"LINESTRING (684118.763695358 5142862, 684059.6 5142937.606961133)"
758,1248,9457,0,59,17,33,5,291.03778,1.9509721,0.027067590765943002,978.3775507821446,1,1.0,0.0,0.0,0.0,0.0,1249,0,258.09866,1814793,None,"LINESTRING (684059.1359372952 5142938.2, 684030.9951888504 5142974.16185906, 684015.7064115083 5143014.4)"
759,1249,9297,0,58,17,33,6,250.98112,2.2435286,0.016610767208145274,970.4998592350581,1,1.0,0.0,0.0,0.0,0.0,1250,0,340.70236,1814793,None,"LINESTRING (684015.7064115083 5143014.4, 684006.1722076199 5143039.492826669, 683998.4057380377 5143044.336276316, 683998.0981478665 5143054.491875452, 683983.4 5143081.037036353)"
760,1250,9296,0,58,16,33,7,35.863014,2.384039,0.13966038323242516,966.3308701960724,1,1.0,0.0,0.0,0.0,0.0,1251,0,384.4174,1814793,None,"LINESTRING (683983.4 5143081.037036353, 683978.1049537859 5143090.6)"
761,1251,9136,0,57,16,33,8,308.7531,2.5427237,0.01833884260650825,961.3222278860709,1,1.0,0.0,0.0,0.0,0.0,1252,0,436.9369,1814793,None,"LINESTRING (683978.1049537859 5143090.6, 683952.4252225453 5143136.978128989, 683924.1506786548 5143166.8)"
762,1252,8976,0,56,16,33,9,80.82856,2.7110841,0.06561697307867258,955.6600531462911,1,1.0,0.0,0.0,0.0,0.0,1253,0,496.30914,1814793,None,"LINESTRING (683924.1506786548 5143166.8, 683907.2 5143184.678306166)"
763,1253,8975,0,56,15,33,10,284.09027,2.859918,0.017251496314330702,950.3563277089534,1,1.0,0.0,0.0,0.0,0.0,1254,0,551.9228,1814793,None,"LINESTRING (683907.2 5143184.678306166, 683886.8252289147 5143206.168088549, 683843.352858026 5143243)"
764,1254,8815,0,55,15,33,11,53.11811,2.9909534,0.09549677296665827,945.455345445927,1,1.0,0.0,0.0,0.0,0.0,1255,0,603.31335,1814793,None,"LINESTRING (683843.352858026 5143243, 683831 5143253.465943395)"
765,1255,8814,0,55,14,33,12,295.89893,3.120859,0.018053718286283424,940.3827372921227,1,1.0,0.0,0.0,0.0,0.0,1256,0,656.50354,1814793,None,"LINESTRING (683831 5143253.465943395, 683808.6039241409 5143272.440990443, 683769.6853450474 5143319.2)"
766,1256,8654,0,54,14,33,13,71.65906,3.2521288,0.07736473328054484,935.0406614448541,1,1.0,0.0,0.0,0.0,0.0,1257,0,712.51935,1814793,None,"LINESTRING (683769.6853450474 5143319.2, 683761.146941083 5143329.458527466, 683754.8 5143335.104443213)"
767,1257,8653,0,54,13,33,14,309.78403,3.3830416,0.0164656524697567,929.4967775651652,1,1.0,0.0,0.0,0.0,0.0,1258,0,770.6513,1814793,None,"LINESTRING (683754.8 5143335.104443213, 683714.1614515393 5143371.254427544, 683678.6 5143389.637234228)"
768,1258,8652,0,54,12,33,15,41.172688,3.499221,0.09934380580630263,924.3959814342613,1,1.0,0.0,0.0,0.0,0.0,1259,0,824.1371,1814793,None,"LINESTRING (683678.6 5143389.637234228, 683667.4519571972 5143395.4)"
769,1259,8492,0,53,12,33,16,240.25418,3.5897017,0.027947843326359873,920.305729959706,1,1.0,0.0,0.0,0.0,0.0,1260,0,867.02655,1814793,None,"LINESTRING (683667.4519571972 5143395.4, 683602.4 5143429.027354954)"
770,1260,8491,0,53,11,33,17,221.73747,3.7335417,0.021234279133843622,913.5911437531806,1,1.0,0.0,0.0,0.0,0.0,1261,0,937.4341,1814793,None,"LINESTRING (683602.4 5143429.027354954, 683598.0107154103 5143431.296310989, 683550.0529249266 5143471.6)"
771,1261,8331,0,52,11,33,18,102.22348,3.8312263,0.04914072536183388,908.8827083669569,1,1.0,0.0,0.0,0.0,0.0,1262,0,986.8057,1814793,None,"LINESTRING (683550.0529249266 5143471.6, 683526.2 5143491.645979152)"
772,1262,8330,0,52,10,33,19,243.40335,3.9328027,0.023227136809231594,903.8593723997085,1,1.0,0.0,0.0,0.0,0.0,1263,0,1039.4792,1814793,None,"LINESTRING (683526.2 5143491.645979152, 683525.0205796482 5143492.637163078, 683477.745853424 5143547.8)"
773,1263,8170,0,51,10,33,20,145.5863,4.0441103,0.032214069241305175,898.2058094701529,1,1.0,0.0,0.0,0.0,0.0,1264,0,1098.7612,1814793,None,"LINESTRING (683477.745853424 5143547.8, 683459.1887083399 5143569.4535313845, 683450 5143582.377203696)"
774,1264,8169,0,51,9,33,21,177.1005,4.1342006,0.03428423832279648,893.515882201823,1,1.0,0.0,0.0,0.0,0.0,1265,0,1147.9387,1814793,None,"LINESTRING (683450 5143582.377203696, 683437.9681573007 5143599.299668378, 683415.7594781892 5143624)"
775,1265,8009,0,50,9,33,22,240.66203,4.248033,0.019769838413177587,887.4441266452507,1,1.0,0.0,0.0,0.0,0.0,1266,0,1211.6057,1814793,None,"LINESTRING (683415.7594781892 5143624, 683409.0485874863 5143631.463803903, 683379.6795207557 5143678.865513684, 683373.8 5143683.608419428)"
776,1266,8008,0,50,8,33,23,86.698006,4.33517,0.05116121702496561,882.6862771390514,1,1.0,0.0,0.0,0.0,0.0,1267,0,1261.4955,1814793,None,"LINESTRING (683373.8 5143683.608419428, 683353.2323253275 5143700.2)"
777,1267,7848,0,49,8,33,24,218.48837,4.414875,0.027674072279757357,878.2507016550161,1,1.0,0.0,0.0,0.0,0.0,1268,0,1308.0059,1814793,None,"LINESTRING (683353.2323253275 5143700.2, 683343.2144730813 5143708.281224803, 683309.6741252929 5143725.062657296, 683297.6 5143735.89325224)"
778,1268,7847,0,49,7,33,25,197.53415,4.521293,0.02669776711839888,872.2042386337866,1,1.0,0.0,0.0,0.0,0.0,1269,0,1371.4077,1814793,None,"LINESTRING (683297.6 5143735.89325224, 683254.8428915372 5143774.246748785, 683253.1002234762 5143776.4)"
779,1269,7687,0,48,7,33,26,165.32028,4.612131,0.028274596515544426,866.930517921317,1,1.0,0.0,0.0,0.0,0.0,1270,0,1426.7067,1814793,None,"LINESTRING (683253.1002234762 5143776.4, 683221.4 5143815.568988212)"
780,1270,7686,0,48,6,33,27,156.29654,4.691194,0.03565431910302261,862.256153652428,1,1.0,0.0,0.0,0.0,0.0,1271,0,1475.7211,1814793,None,"LINESTRING (683221.4 5143815.568988212, 683191.4300823994 5143852.6)"
781,1271,7526,0,47,6,33,28,227.12556,4.7837644,0.0223747754343251,856.6835069652909,1,1.0,0.0,0.0,0.0,0.0,1272,0,1534.1547,1814793,None,"LINESTRING (683191.4300823994 5143852.6, 683162.4831598795 5143888.366992867, 683145.2 5143903.866015747)"
782,1272,7525,0,47,5,33,29,122.52861,4.866667,0.03788749011960737,851.6016234625266,1,1.0,0.0,0.0,0.0,0.0,1273,0,1587.4419,1814793,None,"LINESTRING (683145.2 5143903.866015747, 683117.395793272 5143928.8)"
783,1273,7365,0,46,5,33,30,196.88196,4.941198,0.027598379037794014,846.9593219530875,1,1.0,0.0,0.0,0.0,0.0,1274,0,1636.1201,1814793,None,"LINESTRING (683117.395793272 5143928.8, 683107.6445231057 5143937.544648576, 683069 5143964.139876726)"
784,1274,7364,0,46,4,33,31,176.97452,5.0270476,0.035237117484408685,841.5256990502849,1,1.0,0.0,0.0,0.0,0.0,1275,0,1693.0958,1814793,None,"LINESTRING (683069 5143964.139876726, 683068.7238654834 5143964.329912982, 683033.8008876446 5144005)"
785,1275,7204,0,45,4,33,32,252.09387,5.1238256,0.016961990780626133,835.2896271740351,1,1.0,0.0,0.0,0.0,0.0,1276,0,1758.4858,1814793,None,"LINESTRING (683033.8008876446 5144005, 683013.4174691597 5144028.737821194, 682992.8 5144069.354316135)"
786,1276,7203,0,45,3,33,33,42.113533,5.189155,0.10378166457521608,831.0136132401261,1,1.0,0.0,0.0,0.0,0.0,1277,0,1803.323,1814793,None,"LINESTRING (682992.8 5144069.354316135, 682991.8178008483 5144071.289252308, 682987.8749571997 5144081.2)"
787,1277,7043,0,44,3,33,34,258.60342,5.255101,0.0302893761739786,826.6430006821652,1,1.0,0.0,0.0,0.0,0.0,1278,0,1849.1523,1814793,None,"LINESTRING (682987.8749571997 5144081.2, 682980.8294698639 5144098.909565373, 682968.5634990856 5144157.4)"
788,1278,6883,0,43,3,33,35,280.33603,5.3712893,0.018679237226705295,818.8100642905614,1,1.0,0.0,0.0,0.0,0.0,1279,0,1931.2866,1814793,None,"LINESTRING (682968.5634990856 5144157.4, 682966.0000084477 5144169.624037077, 682941.6311844778 5144219.713950537, 682931.3912773894 5144233.6)"
789,1279,6723,0,42,3,33,36,79.955284,5.447598,0.06971106441044202,813.5736011006928,1,1.0,0.0,0.0,0.0,0.0,1280,0,1986.1951,1814793,None,"LINESTRING (682931.3912773894 5144233.6, 682917.7926629639 5144252.04069784, 682916.6 5144252.879152339)"
790,1280,6722,0,42,2,33,37,303.5445,5.52768,0.018833744406907126,807.9998331395423,1,1.0,0.0,0.0,0.0,0.0,1281,0,2044.6404,1814793,None,"LINESTRING (682916.6 5144252.879152339, 682907.4066839543 5144259.342149371, 682873.4219578533 5144291.363372819, 682840.4 5144301.6555174785)"
