#rno k i j rlen rwid rgrd rtp rbth rhk man ncon ustrf ndv line_id
219 1 28 15 172.9214 6.734333283870652 0.001 32.34564436224574 1 1.0 0.03700000047683716 1 1.0 0 17956919
220 1 26 12 116.209755 25.237219110845224 0.00040885214969595216 29.66575966020254 1 1.0 0.03700000047683716 2 1.0 0 17956955
221 1 27 12 184.1076 25.239447721990185 0.00044467215276503864 29.618247052078107 1 1.0 0.03700000047683716 2 1.0 0 17956955
222 1 27 11 333.36008 25.243287773840265 0.0005744019883216158 29.536379527031027 1 1.0 0.03700000047683716 2 1.0 0 17956955
223 1 27 12 876.96234 25.2522693994777 0.0004212619574721231 29.344896836030152 1 1.0 0.03700000047683716 2 1.0 0 17956955
224 1 28 12 1458.133 25.269597805395872 0.001 28.975465963501158 1 1.0 0.03700000047683716 1 1.0 0 17956955
225 4 11 33 1370.5671 3.0025441646575928 0.001 37.34619140625 1 1.0 0.03700000047683716 0 1.0 0 18022216
226 4 9 27 632.4843 3.713391166115711 0.0001 36.60841280998468 1 1.0 0.03700000047683716 2 1.0 0 18047170
227 4 8 27 1129.0331 3.774934916260752 0.0001 36.602960114946725 1 1.0 0.03700000047683716 2 1.0 0 18047170
228 4 7 27 57.912148 3.816404319900609 0.0001 36.59928598051519 1 1.0 0.03700000047683716 2 1.0 0 18047170
229 4 7 28 1028.5258 3.854362189351294 0.0001 36.59592296337832 1 1.0 0.03700000047683716 2 1.0 0 18047170
230 4 6 28 1017.33453 3.9258403002770863 0.0001 36.58959009708648 1 1.0 0.03700000047683716 2 1.0 0 18047170
231 4 5 28 1110.3428 4.000176923543881 0.001 36.58300397037386 1 1.0 0.03700000047683716 1 1.0 0 18047170
232 4 26 32 94.49058 73.419189453125 0.0001 34.17790222167969 1 1.0 0.03700000047683716 2 1.0 0 18022256
233 4 27 32 850.6508 73.419189453125 0.0001 34.17790222167969 1 1.0 0.03700000047683716 1 1.0 0 18022256
234 4 7 31 199.49402 69.46031951904297 0.00012513420155366538 36.42552375793457 1 1.0 0.03700000047683716 1 1.0 0 18050378
